Window,City,ItemA,ItemB,CosineSimilarity
W3,Quetta,Bananas (Kela) Local,Telephone Call Charges,0.0
W3,Quetta,Bananas (Kela) Local,Toilet Soap LIFEBUOY 115 gm,-0.091559
W3,Quetta,Bananas (Kela) Local,Tomatoes,-0.423021
W3,Quetta,Bananas (Kela) Local,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.120843
W3,Quetta,Bananas (Kela) Local,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.084607
W3,Quetta,Bananas (Kela) Local,Wheat Flour Bag,-0.113185
W3,Quetta,Beef with Bone (Average Quality),Bread plain (Small Size),0.0
W3,Quetta,Beef with Bone (Average Quality),Chicken Farm Broiler (Live),0.205856
W3,Quetta,Beef with Bone (Average Quality),Chilies Powder NATIONAL 200 gm Packet,0.113562
W3,Quetta,Beef with Bone (Average Quality),Cigarettes Capstan 20'S Packet,0.0
W3,Quetta,Beef with Bone (Average Quality),Cooked Beef at Average Hotel,0.434501
W3,Quetta,Beef with Bone (Average Quality),Cooked Daal at Average Hotel,0.344665
W3,Quetta,Beef with Bone (Average Quality),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.259398
W3,Quetta,Beef with Bone (Average Quality),Curd (Dahi) Loose,0.0
W3,Quetta,Beef with Bone (Average Quality),Eggs Hen (Farm),0.27071
W3,Quetta,Beef with Bone (Average Quality),Electricity Charges upto 50 Units,0.138909
W3,Quetta,Beef with Bone (Average Quality),Energy Saver Philips 14 Watt,0.0
W3,Quetta,Beef with Bone (Average Quality),Firewood Whole,0.41427
W3,Quetta,Beef with Bone (Average Quality),Garlic (Lehsun),0.043524
W3,Quetta,Beef with Bone (Average Quality),Gas Charges upto 3.3719 MMBTU,0.470379
W3,Quetta,Beef with Bone (Average Quality),Gents Sandal Bata,0.0
W3,Quetta,Beef with Bone (Average Quality),Gents Sponge Chappal Bata,0.0
W3,Quetta,Beef with Bone (Average Quality),Georgette (Average Quality),0.0
W3,Quetta,Beef with Bone (Average Quality),Gur (Average Quality),0.296229
W3,Quetta,Beef with Bone (Average Quality),Hi-Speed Diesel,-0.076128
W3,Quetta,Beef with Bone (Average Quality),LPG 11.67 kg Cylinder,0.083118
W3,Quetta,Beef with Bone (Average Quality),Ladies Sandal Bata,0.0
W3,Quetta,Beef with Bone (Average Quality),Lawn Printed Gul Ahmed/Al Karam,0.266088
W3,Quetta,Beef with Bone (Average Quality),"Long Cloth 57"" Gul Ahmed/Al Karam",0.266088
W3,Quetta,Beef with Bone (Average Quality),Match Box,0.0
W3,Quetta,Beef with Bone (Average Quality),Milk fresh (Un-boiled),0.0
W3,Quetta,Beef with Bone (Average Quality),Mustard Oil (Average Quality),0.394708
W3,Quetta,Beef with Bone (Average Quality),Mutton (Average Quality),0.325708
W3,Quetta,Beef with Bone (Average Quality),Onions,0.326653
W3,Quetta,Beef with Bone (Average Quality),Petrol Super,-0.091287
W3,Quetta,Beef with Bone (Average Quality),Potatoes,0.060439
W3,Quetta,Beef with Bone (Average Quality),Powdered Milk NIDO 390 gm Polybag,0.0
W3,Quetta,Beef with Bone (Average Quality),Pulse Gram,-0.28155
W3,Quetta,Beef with Bone (Average Quality),Pulse Mash (Washed),-0.279015
W3,Quetta,Beef with Bone (Average Quality),Pulse Masoor (Washed),-0.41826
W3,Quetta,Beef with Bone (Average Quality),Pulse Moong (Washed),0.235347
W3,Quetta,Beef with Bone (Average Quality),Rice Basmati Broken (Average Quality),0.181306
W3,Quetta,Beef with Bone (Average Quality),Rice IRRI-6/9 (Sindh/Punjab),0.135626
W3,Quetta,Beef with Bone (Average Quality),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,-0.482442
W3,Quetta,Beef with Bone (Average Quality),Shirting (Average Quality),0.0
W3,Quetta,Beef with Bone (Average Quality),Sufi Washing Soap 250 gm Cake,0.0
W3,Quetta,Beef with Bone (Average Quality),Sugar Refined,0.321916
W3,Quetta,Beef with Bone (Average Quality),Tea Lipton Yellow Label 190 gm Packet,0.0
W3,Quetta,Beef with Bone (Average Quality),Tea Prepared Ordinary,-0.063005
W3,Quetta,Beef with Bone (Average Quality),Telephone Call Charges,0.0
W3,Quetta,Beef with Bone (Average Quality),Toilet Soap LIFEBUOY 115 gm,0.701279
W3,Quetta,Beef with Bone (Average Quality),Tomatoes,0.05779
W3,Quetta,Beef with Bone (Average Quality),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.193271
W3,Quetta,Beef with Bone (Average Quality),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.365317
W3,Quetta,Beef with Bone (Average Quality),Wheat Flour Bag,0.628593
W3,Quetta,Bread plain (Small Size),Chicken Farm Broiler (Live),0.0
W3,Quetta,Bread plain (Small Size),Chilies Powder NATIONAL 200 gm Packet,0.0
W3,Quetta,Bread plain (Small Size),Cigarettes Capstan 20'S Packet,0.0
W3,Quetta,Bread plain (Small Size),Cooked Beef at Average Hotel,0.0
W3,Quetta,Bread plain (Small Size),Cooked Daal at Average Hotel,0.0
W3,Quetta,Bread plain (Small Size),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W3,Quetta,Bread plain (Small Size),Curd (Dahi) Loose,0.0
W3,Quetta,Bread plain (Small Size),Eggs Hen (Farm),0.0
W3,Quetta,Bread plain (Small Size),Electricity Charges upto 50 Units,0.0
W3,Quetta,Bread plain (Small Size),Energy Saver Philips 14 Watt,0.0
W3,Quetta,Bread plain (Small Size),Firewood Whole,0.0
W3,Quetta,Bread plain (Small Size),Garlic (Lehsun),0.0
W3,Quetta,Bread plain (Small Size),Gas Charges upto 3.3719 MMBTU,0.0
W3,Quetta,Bread plain (Small Size),Gents Sandal Bata,0.0
W3,Quetta,Bread plain (Small Size),Gents Sponge Chappal Bata,0.0
W3,Quetta,Bread plain (Small Size),Georgette (Average Quality),0.0
W3,Quetta,Bread plain (Small Size),Gur (Average Quality),0.0
W3,Quetta,Bread plain (Small Size),Hi-Speed Diesel,0.0
W3,Quetta,Bread plain (Small Size),LPG 11.67 kg Cylinder,0.0
W3,Quetta,Bread plain (Small Size),Ladies Sandal Bata,0.0
W3,Quetta,Bread plain (Small Size),Lawn Printed Gul Ahmed/Al Karam,0.0
W3,Quetta,Bread plain (Small Size),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W3,Quetta,Bread plain (Small Size),Match Box,0.0
W3,Quetta,Bread plain (Small Size),Milk fresh (Un-boiled),0.0
W3,Quetta,Bread plain (Small Size),Mustard Oil (Average Quality),0.0
W3,Quetta,Bread plain (Small Size),Mutton (Average Quality),0.0
W3,Quetta,Bread plain (Small Size),Onions,0.0
W3,Quetta,Bread plain (Small Size),Petrol Super,0.0
W3,Quetta,Bread plain (Small Size),Potatoes,0.0
W3,Quetta,Bread plain (Small Size),Powdered Milk NIDO 390 gm Polybag,0.0
W3,Quetta,Bread plain (Small Size),Pulse Gram,0.0
W3,Quetta,Bread plain (Small Size),Pulse Mash (Washed),0.0
W3,Quetta,Bread plain (Small Size),Pulse Masoor (Washed),0.0
W3,Quetta,Bread plain (Small Size),Pulse Moong (Washed),0.0
W3,Quetta,Bread plain (Small Size),Rice Basmati Broken (Average Quality),0.0
W3,Quetta,Bread plain (Small Size),Rice IRRI-6/9 (Sindh/Punjab),0.0
W3,Quetta,Bread plain (Small Size),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W3,Quetta,Bread plain (Small Size),Shirting (Average Quality),0.0
W3,Quetta,Bread plain (Small Size),Sufi Washing Soap 250 gm Cake,0.0
W3,Quetta,Bread plain (Small Size),Sugar Refined,0.0
W3,Quetta,Bread plain (Small Size),Tea Lipton Yellow Label 190 gm Packet,0.0
W3,Quetta,Bread plain (Small Size),Tea Prepared Ordinary,0.0
W3,Quetta,Bread plain (Small Size),Telephone Call Charges,0.0
W3,Quetta,Bread plain (Small Size),Toilet Soap LIFEBUOY 115 gm,0.0
W3,Quetta,Bread plain (Small Size),Tomatoes,0.0
W3,Quetta,Bread plain (Small Size),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W3,Quetta,Bread plain (Small Size),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W3,Quetta,Bread plain (Small Size),Wheat Flour Bag,0.0
W3,Quetta,Chicken Farm Broiler (Live),Chilies Powder NATIONAL 200 gm Packet,0.168139
W3,Quetta,Chicken Farm Broiler (Live),Cigarettes Capstan 20'S Packet,0.0
W3,Quetta,Chicken Farm Broiler (Live),Cooked Beef at Average Hotel,0.423277
W3,Quetta,Chicken Farm Broiler (Live),Cooked Daal at Average Hotel,-0.276629
W3,Quetta,Chicken Farm Broiler (Live),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.223542
W3,Quetta,Chicken Farm Broiler (Live),Curd (Dahi) Loose,0.0
W3,Quetta,Chicken Farm Broiler (Live),Eggs Hen (Farm),0.351579
W3,Quetta,Chicken Farm Broiler (Live),Electricity Charges upto 50 Units,0.395674
W3,Quetta,Chicken Farm Broiler (Live),Energy Saver Philips 14 Watt,0.0
W3,Quetta,Chicken Farm Broiler (Live),Firewood Whole,0.155237
W3,Quetta,Chicken Farm Broiler (Live),Garlic (Lehsun),0.242403
W3,Quetta,Chicken Farm Broiler (Live),Gas Charges upto 3.3719 MMBTU,0.33214
W3,Quetta,Chicken Farm Broiler (Live),Gents Sandal Bata,0.0
W3,Quetta,Chicken Farm Broiler (Live),Gents Sponge Chappal Bata,0.0
W3,Quetta,Chicken Farm Broiler (Live),Georgette (Average Quality),0.0
W3,Quetta,Chicken Farm Broiler (Live),Gur (Average Quality),-0.521783
W3,Quetta,Chicken Farm Broiler (Live),Hi-Speed Diesel,-0.44672
W3,Quetta,Chicken Farm Broiler (Live),LPG 11.67 kg Cylinder,0.195288
W3,Quetta,Chicken Farm Broiler (Live),Ladies Sandal Bata,0.0
W3,Quetta,Chicken Farm Broiler (Live),Lawn Printed Gul Ahmed/Al Karam,-0.078895
W3,Quetta,Chicken Farm Broiler (Live),"Long Cloth 57"" Gul Ahmed/Al Karam",-0.078895
W3,Quetta,Chicken Farm Broiler (Live),Match Box,0.0
W3,Quetta,Chicken Farm Broiler (Live),Milk fresh (Un-boiled),0.0
W3,Quetta,Chicken Farm Broiler (Live),Mustard Oil (Average Quality),0.141741
W3,Quetta,Chicken Farm Broiler (Live),Mutton (Average Quality),0.425947
W3,Quetta,Chicken Farm Broiler (Live),Onions,-0.119739
W3,Quetta,Chicken Farm Broiler (Live),Petrol Super,-0.537901
W3,Quetta,Chicken Farm Broiler (Live),Potatoes,-0.143969
W3,Quetta,Chicken Farm Broiler (Live),Powdered Milk NIDO 390 gm Polybag,-0.652981
W3,Quetta,Chicken Farm Broiler (Live),Pulse Gram,-0.319442
W3,Quetta,Chicken Farm Broiler (Live),Pulse Mash (Washed),-0.532701
W3,Quetta,Chicken Farm Broiler (Live),Pulse Masoor (Washed),-0.284524
W3,Quetta,Chicken Farm Broiler (Live),Pulse Moong (Washed),-0.454931
W3,Quetta,Chicken Farm Broiler (Live),Rice Basmati Broken (Average Quality),-0.484546
W3,Quetta,Chicken Farm Broiler (Live),Rice IRRI-6/9 (Sindh/Punjab),-0.003129
W3,Quetta,Chicken Farm Broiler (Live),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,-0.182818
W3,Quetta,Chicken Farm Broiler (Live),Shirting (Average Quality),-0.098974
W3,Quetta,Chicken Farm Broiler (Live),Sufi Washing Soap 250 gm Cake,0.0
W3,Quetta,Chicken Farm Broiler (Live),Sugar Refined,-0.189564
W3,Quetta,Chicken Farm Broiler (Live),Tea Lipton Yellow Label 190 gm Packet,0.333706
W3,Quetta,Chicken Farm Broiler (Live),Tea Prepared Ordinary,-0.603008
W3,Quetta,Chicken Farm Broiler (Live),Telephone Call Charges,0.0
W3,Quetta,Chicken Farm Broiler (Live),Toilet Soap LIFEBUOY 115 gm,0.095021
W3,Quetta,Chicken Farm Broiler (Live),Tomatoes,-0.388785
W3,Quetta,Chicken Farm Broiler (Live),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.351202
W3,Quetta,Chicken Farm Broiler (Live),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.284701
W3,Quetta,Chicken Farm Broiler (Live),Wheat Flour Bag,0.075239
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Cigarettes Capstan 20'S Packet,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Cooked Beef at Average Hotel,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Cooked Daal at Average Hotel,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.46338
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Curd (Dahi) Loose,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Eggs Hen (Farm),-0.06854
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Electricity Charges upto 50 Units,0.371268
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Energy Saver Philips 14 Watt,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Firewood Whole,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Garlic (Lehsun),0.288751
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Gas Charges upto 3.3719 MMBTU,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Gents Sandal Bata,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Gents Sponge Chappal Bata,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Georgette (Average Quality),0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Gur (Average Quality),-0.206859
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Hi-Speed Diesel,-0.547283
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,LPG 11.67 kg Cylinder,0.482826
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Ladies Sandal Bata,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Lawn Printed Gul Ahmed/Al Karam,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Match Box,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Milk fresh (Un-boiled),0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Mustard Oil (Average Quality),0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Mutton (Average Quality),0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Onions,-0.556927
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Petrol Super,-0.469969
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Potatoes,-0.575177
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Powdered Milk NIDO 390 gm Polybag,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Pulse Gram,-0.601284
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Pulse Mash (Washed),-0.270412
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Pulse Masoor (Washed),-0.611175
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Pulse Moong (Washed),-0.283127
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Rice Basmati Broken (Average Quality),0.016929
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Rice IRRI-6/9 (Sindh/Punjab),0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,-0.442493
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Shirting (Average Quality),0.175355
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Sufi Washing Soap 250 gm Cake,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Sugar Refined,-0.66871
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Tea Lipton Yellow Label 190 gm Packet,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Tea Prepared Ordinary,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Telephone Call Charges,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Toilet Soap LIFEBUOY 115 gm,0.0
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Tomatoes,-0.298166
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.591919
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.172483
W3,Quetta,Chilies Powder NATIONAL 200 gm Packet,Wheat Flour Bag,0.318031
W3,Quetta,Cigarettes Capstan 20'S Packet,Cooked Beef at Average Hotel,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Cooked Daal at Average Hotel,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Curd (Dahi) Loose,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Eggs Hen (Farm),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Electricity Charges upto 50 Units,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Energy Saver Philips 14 Watt,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Firewood Whole,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Garlic (Lehsun),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Gas Charges upto 3.3719 MMBTU,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Gents Sandal Bata,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Gents Sponge Chappal Bata,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Georgette (Average Quality),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Gur (Average Quality),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Hi-Speed Diesel,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,LPG 11.67 kg Cylinder,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Ladies Sandal Bata,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Lawn Printed Gul Ahmed/Al Karam,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Match Box,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Milk fresh (Un-boiled),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Mustard Oil (Average Quality),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Mutton (Average Quality),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Onions,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Petrol Super,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Potatoes,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Powdered Milk NIDO 390 gm Polybag,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Pulse Gram,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Pulse Mash (Washed),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Pulse Masoor (Washed),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Pulse Moong (Washed),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Rice Basmati Broken (Average Quality),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Rice IRRI-6/9 (Sindh/Punjab),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Shirting (Average Quality),0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Sufi Washing Soap 250 gm Cake,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Sugar Refined,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Tea Lipton Yellow Label 190 gm Packet,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Tea Prepared Ordinary,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Telephone Call Charges,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Toilet Soap LIFEBUOY 115 gm,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Tomatoes,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W3,Quetta,Cigarettes Capstan 20'S Packet,Wheat Flour Bag,0.0
W3,Quetta,Cooked Beef at Average Hotel,Cooked Daal at Average Hotel,0.58777
W3,Quetta,Cooked Beef at Average Hotel,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W3,Quetta,Cooked Beef at Average Hotel,Curd (Dahi) Loose,0.0
W3,Quetta,Cooked Beef at Average Hotel,Eggs Hen (Farm),0.292013
W3,Quetta,Cooked Beef at Average Hotel,Electricity Charges upto 50 Units,0.327227
W3,Quetta,Cooked Beef at Average Hotel,Energy Saver Philips 14 Watt,0.0
W3,Quetta,Cooked Beef at Average Hotel,Firewood Whole,0.0
W3,Quetta,Cooked Beef at Average Hotel,Garlic (Lehsun),0.132257
W3,Quetta,Cooked Beef at Average Hotel,Gas Charges upto 3.3719 MMBTU,0.903198
W3,Quetta,Cooked Beef at Average Hotel,Gents Sandal Bata,0.0
W3,Quetta,Cooked Beef at Average Hotel,Gents Sponge Chappal Bata,0.0
W3,Quetta,Cooked Beef at Average Hotel,Georgette (Average Quality),0.0
W3,Quetta,Cooked Beef at Average Hotel,Gur (Average Quality),0.0
W3,Quetta,Cooked Beef at Average Hotel,Hi-Speed Diesel,0.169235
W3,Quetta,Cooked Beef at Average Hotel,LPG 11.67 kg Cylinder,-0.172128
W3,Quetta,Cooked Beef at Average Hotel,Ladies Sandal Bata,0.0
W3,Quetta,Cooked Beef at Average Hotel,Lawn Printed Gul Ahmed/Al Karam,0.0
W3,Quetta,Cooked Beef at Average Hotel,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W3,Quetta,Cooked Beef at Average Hotel,Match Box,0.0
W3,Quetta,Cooked Beef at Average Hotel,Milk fresh (Un-boiled),0.0
W3,Quetta,Cooked Beef at Average Hotel,Mustard Oil (Average Quality),0.563048
W3,Quetta,Cooked Beef at Average Hotel,Mutton (Average Quality),0.946563
W3,Quetta,Cooked Beef at Average Hotel,Onions,-0.025461
W3,Quetta,Cooked Beef at Average Hotel,Petrol Super,-0.018491
W3,Quetta,Cooked Beef at Average Hotel,Potatoes,0.056977
W3,Quetta,Cooked Beef at Average Hotel,Powdered Milk NIDO 390 gm Polybag,0.0
W3,Quetta,Cooked Beef at Average Hotel,Pulse Gram,-0.247245
W3,Quetta,Cooked Beef at Average Hotel,Pulse Mash (Washed),-0.235213
W3,Quetta,Cooked Beef at Average Hotel,Pulse Masoor (Washed),0.0
W3,Quetta,Cooked Beef at Average Hotel,Pulse Moong (Washed),-0.000897
W3,Quetta,Cooked Beef at Average Hotel,Rice Basmati Broken (Average Quality),-0.156893
W3,Quetta,Cooked Beef at Average Hotel,Rice IRRI-6/9 (Sindh/Punjab),0.0
W3,Quetta,Cooked Beef at Average Hotel,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W3,Quetta,Cooked Beef at Average Hotel,Shirting (Average Quality),0.0
W3,Quetta,Cooked Beef at Average Hotel,Sufi Washing Soap 250 gm Cake,0.0
W3,Quetta,Cooked Beef at Average Hotel,Sugar Refined,-0.029901
W3,Quetta,Cooked Beef at Average Hotel,Tea Lipton Yellow Label 190 gm Packet,0.0
W3,Quetta,Cooked Beef at Average Hotel,Tea Prepared Ordinary,0.0
W3,Quetta,Cooked Beef at Average Hotel,Telephone Call Charges,0.0
W3,Quetta,Cooked Beef at Average Hotel,Toilet Soap LIFEBUOY 115 gm,0.462228
W3,Quetta,Cooked Beef at Average Hotel,Tomatoes,0.067835
W3,Quetta,Cooked Beef at Average Hotel,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W3,Quetta,Cooked Beef at Average Hotel,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W3,Quetta,Cooked Beef at Average Hotel,Wheat Flour Bag,0.04862
W3,Quetta,Cooked Daal at Average Hotel,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W3,Quetta,Cooked Daal at Average Hotel,Curd (Dahi) Loose,0.0
W3,Quetta,Cooked Daal at Average Hotel,Eggs Hen (Farm),-0.153313
W3,Quetta,Cooked Daal at Average Hotel,Electricity Charges upto 50 Units,0.152264
W3,Quetta,Cooked Daal at Average Hotel,Energy Saver Philips 14 Watt,0.0
W3,Quetta,Cooked Daal at Average Hotel,Firewood Whole,0.0
W3,Quetta,Cooked Daal at Average Hotel,Garlic (Lehsun),0.034224
W3,Quetta,Cooked Daal at Average Hotel,Gas Charges upto 3.3719 MMBTU,0.61604
W3,Quetta,Cooked Daal at Average Hotel,Gents Sandal Bata,0.0
W3,Quetta,Cooked Daal at Average Hotel,Gents Sponge Chappal Bata,0.0
W3,Quetta,Cooked Daal at Average Hotel,Georgette (Average Quality),0.0
W3,Quetta,Cooked Daal at Average Hotel,Gur (Average Quality),0.438919
W3,Quetta,Cooked Daal at Average Hotel,Hi-Speed Diesel,0.478921
W3,Quetta,Cooked Daal at Average Hotel,LPG 11.67 kg Cylinder,-0.200825
W3,Quetta,Cooked Daal at Average Hotel,Ladies Sandal Bata,0.0
W3,Quetta,Cooked Daal at Average Hotel,Lawn Printed Gul Ahmed/Al Karam,0.0
W3,Quetta,Cooked Daal at Average Hotel,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W3,Quetta,Cooked Daal at Average Hotel,Match Box,0.0
W3,Quetta,Cooked Daal at Average Hotel,Milk fresh (Un-boiled),0.0
W3,Quetta,Cooked Daal at Average Hotel,Mustard Oil (Average Quality),0.494924
W3,Quetta,Cooked Daal at Average Hotel,Mutton (Average Quality),0.556627
W3,Quetta,Cooked Daal at Average Hotel,Onions,0.108231
W3,Quetta,Cooked Daal at Average Hotel,Petrol Super,0.505605
W3,Quetta,Cooked Daal at Average Hotel,Potatoes,0.259154
W3,Quetta,Cooked Daal at Average Hotel,Powdered Milk NIDO 390 gm Polybag,0.768413
W3,Quetta,Cooked Daal at Average Hotel,Pulse Gram,0.141623
W3,Quetta,Cooked Daal at Average Hotel,Pulse Mash (Washed),0.242518
W3,Quetta,Cooked Daal at Average Hotel,Pulse Masoor (Washed),0.0
W3,Quetta,Cooked Daal at Average Hotel,Pulse Moong (Washed),0.249102
W3,Quetta,Cooked Daal at Average Hotel,Rice Basmati Broken (Average Quality),0.077136
W3,Quetta,Cooked Daal at Average Hotel,Rice IRRI-6/9 (Sindh/Punjab),0.0209
W3,Quetta,Cooked Daal at Average Hotel,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W3,Quetta,Cooked Daal at Average Hotel,Shirting (Average Quality),0.0
W3,Quetta,Cooked Daal at Average Hotel,Sufi Washing Soap 250 gm Cake,0.0
W3,Quetta,Cooked Daal at Average Hotel,Sugar Refined,0.135604
W3,Quetta,Cooked Daal at Average Hotel,Tea Lipton Yellow Label 190 gm Packet,-0.225761
W3,Quetta,Cooked Daal at Average Hotel,Tea Prepared Ordinary,0.75798
